id,text,label
9229,"Fujitsu, Cisco form strategic alliance Johannesburg, 15 December 2004 - Fujitsu and Cisco Systems have reached a fundamental agreement to enter into a strategic alliance focusing on routers and switches that will enable service providers and enterprises to build advanced Internet Protocol (IP ",3
9230,"Alleged U.S. Deserter Jenkins Surrenders CAMP ZAMA, Japan - Accused U.S. Army deserter Charles Jenkins surrendered at a U.S...",0
9231,Can Microsoft Change Its DNA? Microsoft is in a throw-it-off-the-train state of mind these days in regard to its Windows operating system features. It #39;s announced that Longhorn will ship by 2006 -- but without its much-ballyhooed WinFS subsystem.,3
9232,"No referendum on disengagement plan: Sharon Brushing aside mounting pressures for a nationwide referendum on his disengagement plan, a defiant Israeli Prime Minister Ariel Sharon ruled out any such possibility along with calls for new elections.",0
9233,"Sanjay Kumar pleading not guilty On Wednesday, former CEO of the US biggest software maker Computer Associate Sanjay Kumar was charged in the indictment for securities fraud in the company.",2
9234,Brazil backs China on trade bid Brazil is the latest country to recognise China as a market economy in a move expected to consolidate their trade ties.,0
9235,"Microsoft, Swatch Offer New Wireless Watches  NEW YORK (Reuters) - Microsoft Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news""&gt;MSFT.O&lt;/A&gt; and watch  maker Swatch &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=UHR.VX qtype=sym infotype=info qcat=news""&gt;UHR.VX&lt;/A&gt;  are offering wireless data watches with  faster information updates at lower prices than earlier models,  the companies said on Wednesday.",3
9236,"Dell and Microsoft collaborate to reduce patch work. Dell and Microsoft are to combine their patch management programs, making it easier for users to secure their servers. Dell will combine its OpenManage 4 server management software with Microsoft #39;s installation ",3
9237,"Sorry, Bosox fans, the curse lives WAIT a minute! Just because the Boston Red Sox beat the New York Yankees does not mean the  quot;Curse of the Bambino quot; has ended.",1
9238,Photographs of the  #39;World Series #39; Eclipse Earth cast an eerie shadow on the Moon Wednesday during a total lunar eclipse that delighted skywatchers on several continents. It was the first total lunar eclipse ever to coincide with a World Series game.,3
9239,"Rand seen extending Friday #39;s gains The rand was looking to strengthen further on Monday, extending Friday #39;s gains against the greenback, which tumbled following the release of poor US economic data.",2
9240,"Johnson Has Two Goals, Burn Beat Fire 4-1 (AP) AP - Eddie Johnson had two goals and Ronnie O'Brien added a goal and two assists to lead the Dallas Burn to a 4-1 victory over the Chicago Fire on Saturday night.",1
9241,"Rice says he could be leaving Raiders Jerry Rice said he believes he could be traded by the Oakland Raiders before Tuesday #39;s deadline. Rice, who turns 42 today, told Sacramento, Calif.",1
9242,"8 killed in knife attack at Chinese high school BEIJING A man with a knife broke into a high school dormitory and killed eight students in the deadliest of a series of such attacks at Chinese schools in recent months, the government said Friday.",0
9243,"Explosion kills 2 US soldiers in southern Afghanistan A bomb exploded near a US patrol in southern Afghanistan Wednesday, killing two American soldiers and wounding another, the military said.",0
9244,Toyota May Prepared to Supply Engines to Another Team  SAO PAULO (Reuters) - Toyota could throw a lifeline to  struggling Jordan after saying they would be prepared to supply  a second team with engines next season.,1
9245,Service Bundling Sweeps Up ServiceMaster profitably bundles services and pays a healthy 3.5 dividend.,2
9246,"Police fire tear gas on rape claim protesters SRINAGAR: Police detained a separatist leader and fired tear gas shells to scatter protesters in Kashmir yesterday, the fourth straight day of protests against the alleged rape of a young girl and her mother by an Indian soldier.",0
9247,"Lions 28, Giants 13 After going three years without winning on the road, the Detroit Lions are unbeatable away from the Motor City. Joey Harrington threw two touchdown passes, and Chris Cash made a diving interception in the ",1
9248,Gibbs Returns with Win as Redskins Edge Buccaneers (Reuters) Reuters - Clinton Portis ran 64 yards for a\touchdown and had 164 yards rushing as the Washington Redskins\used a stifling defense to edge the Tampa Bay Buccaneers 16-10\on Joe Gibbs' NFL return Sunday.,1
9249,"Indian tech grads bring parents to work Offshore software development outfit woos potential workers in India by courting their parents. Can ""arranged careers"" work?",3
9250,"Yankees Lead BoSox 1-0 in Game 2 of ALCS NEW YORK - Gary Sheffield hit an RBI single, and the New York Yankees took a 1-0 lead over Pedro Martinez and the Boston Red Sox in Game 2 of the AL championship series Wednesday night.    New York starter Jon Lieber allowed only one hit and a walk, stifling Boston's sluggers just as Mike Mussina did the night before...",0
9251,148 unarmed Palestinians killed in West Bank in 2004: Israeli army The Israeli army said on Wednesday that a total of 148 unarmed Palestinians have been killed in the West Bank this year. A senior Israel Defense Forces (IDF) officer released ,0
9252,"Sharman blends Skype with Kazaa PHOENIX, Ariz., Nov. 25 - Sharman Networks has announced that Kazaa Version 3 will integrate Skype software via the recently released Skype API.",3
9253,"Karzai Sworn in as Afghanistan's President  KABUL (Reuters) - Hamid Karzai was sworn in as  Afghanistan's first popularly elected president Tuesday,  promising to bring peace to the war-torn nation and end the  economy's dependence on narcotics.",0
9254,"Dual DVD, HD-DVD Disc Developed New disc could ease the transition to the next-gen DVD standard, company says.",3
9255,"US Warns Visitors to Nordic, Baltic Lands RIGA, Latvia Nov 1, 2004 - Security was tighter around the US embassies in Finland and Latvia on Monday amid a US warning that Americans living and traveling in the Nordic and Baltic nations should be on guard against a possible terrorist strike.",0
9256,"Office Depot Earns Fall, Blames Weather  NEW YORK (Reuters) - Office Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ODP.N target=/stocks/quickinfo/fullquote""&gt;ODP.N&lt;/A&gt; on Wednesday  unveiled plans to muscle in on rival Staple Inc.'s turf to  boost sales and stem a fall in market share in the increasingly  cutthroat office supply business.",2
9257,"Parcells Has Run Out of Answers What does Bill Parcells do now? The Dallas Cowboys #39; coach has been unable to coax inspired play out of his downward-spiraling team, and now the situation has become truly desperate in the aftermath ",1
9258,"Russia Combines Oil and Gas (The Motley Fool) The Motley Fool - The invention of the American depositary receipt (ADR) was both a boon and a curse to U.S. investors. On the one hand, when foreign companies list their shares on U.S. exchanges, they make it a heck of a lot easier for the average investor to buy a piece of Nokia (NYSE: NOK - News), Cable  amp; Wireless (NYSE: CWP - News), or SAP AG (NYSE: SAP - News) than it would have been if she had to figure out how to buy shares on the Helsinki, London, or Munich stock exchanges. But on the other hand, there are the -- to put it politely -- ""inefficiencies"" of buying ADRs.",3
9259,"Many Counties Failing Fine-Particle Air Rules About a third of all Americans live in counties that do not meet standards for particles of pollution that cause thousands of premature deaths a year, the E.P.A. said.",3
9260,"Cowbells will be at the ready As the days grow shorter and winter approaches, the weather hardly seems fit for cycling. But for many riders, it's the perfect time for the cyclocross, when they abandon the road bikes they've ridden all summer and go off road.",1
9261,"EU Holds Out Prospect of End to China Arms Embargo  THE HAGUE (Reuters) - The EU told China on Wednesday it was  not yet ready to end its 15-year-old ban on selling it arms,  but suggested the embargo could be lifted in early 2005 despite  opposition from human rights groups and Washington.",0
9262,"Elite Field Hits Desert With only the game's top 20 women fending for the Samsung World Championship, Annika Sorenstam knows that in Palm Desert, the event truly is a survival of the fittest.",1
9263,"Iran: Compromise drafted VIENNA, Austria -- Giving Iran one last chance to avoid the threat of UN sanctions, Britain, France and Germany will offer undisclosed incentives at a meeting today in return for assurances that the Tehran regime will suspend uranium enrichment, diplomats ",0
9264,"Fratello: No Deal Yet to Coach Grizzlies (AP) AP - Mike Fratello had ""a nice conversation"" with the Memphis Grizzlies about the team's vacant coaching position, but said no deal was in place for him to take over the club Sunday.",1
9265,Sorting Out The Winners if US Airways Doesn't Survive US Airways' second trip to bankruptcy court holds both promise and peril for the nation's other major airlines.,2
9266,"FPD makers compete for spotlight at FPD International 2004 FPD (flat-panel display) makers from Taiwan, Japan and South Korea are competing for the spotlight at FPD International 2004 in Yokohama Japan (October 20-22).",3
9267,"Retailers' accuracy high on toy pricing Massachusetts retailers are doing a good job of charging the correct prices for toys, according to a survey released by state regulators that found an accuracy rate of 99.5 percent at eight retailers. The state Division of Standards checked 6,493 toys at 65 stores and found 6,304 of them scanned at the correct price and 189 at an incorrect price. ...",2
9268,"Mobile phones: An ear full of worms DECEMBER 08, 2004 (IDG NEWS SERVICE) - DUSSELDORF, GERMANY - They #39;re coming to mobile phones -- those nasty viruses, worms and Trojan Horses that have, on more than one occasion, crippled PCs.",3
9269,Musharraf takes Blair into confidence LONDON: President General Pervez Musharraf has succeeded in persuading British Prime Minister Tony Blair about the severity of Kashmir and Palestine disputes.,0
9270,School House Shock (washingtonpost.com) washingtonpost.com - It's a noble concept that was designed to bridge the digital divide: Offer public schools and libraries steep discounts on Internet access and phone service through a special government-mandated program. But reports of fraud and lackluster oversight have caused the program to be put on ice and now some educators and librarians are scrambling.,3
9271,"AmEx win small redemption for Els If Ernie Els is to contend for major championships and remain one of the world #39;s elite golfers, he had to put the events of this summer behind him.",1
9272,"Yukos facing licences axe Russia #39;s Resources Ministry will decide in two weeks whether to revoke the production licences of oil major Yukos key Siberian unit Yugansk after it stopped paying taxes, a ministry source said Friday.",2
9273,Car Navigation Units Keep Business Trips on Course In-car navigation systems in rental cars have made navigating unfamiliar cities much easier for business travelers who drive rather than fly.,3
9274,"Israel Boosts Security for Sharon, Others Israeli soldiers carry the coffin, wrapped by an Israeli flag, of 22-year-old Army Staff Sgt. Yair Turgeman during his funeral in Jerusalem, Wednesday Oct 20, 2004.",0
9275,"Car Bombs, Clashes Kill 12 Iraqis Car bombs and clashes killed 12 Iraqis on Monday and three Australian troops were wounded in the first attack on their contingent since the end of the Iraq war.",0
9276,MessageLabs taps Brightmail in war on spam Email filtering firm MessageLabs yesterday announced a deal to incorporate Symantec #39;s Brightmail anti-spam technology into its own anti-spam service.,3
9277,"Mass. man is Mexican town's Pied Piper  ATASCADEROS, Mexico -- This remote farming town in northwestern Mexico has tried just about everything to rid itself of rats: cats, poison, and even cash rewards for killing the thousands of rodents infesting businesses and destroying the corn harvest.",0
9278,"Hackers reopen stolen code store CROOKS HAVE reopened their online store to flog the stolen source code of Cisco #39;s PIX firewall software. The Source Code Club were offering the nicked Cisco code for a mungingly cheap \$24,000, also up for ",3
9279,"Decision to boot Willingham a cold one Apparently, when the good fathers of Notre Dame lately looked to their football sideline, they saw a fellow who wasn #39;t nearly as acceptable as even Gerry Faust or Bob Davie, each of whom was allowed to squeeze out five years in South Bend.",1
9280,"Digital Cameras Sales to Hit \$24 Billion in 2004  SAN FRANCISCO (Reuters) - Digital camera sales worldwide  will reach \$24 billion in 2004 and rise 29 percent to reach \$31  billion in 2009, a research group said on Thursday.",3
9281,"Phelps drink-drive charge American swimmer Michael Phelps, who won six gold medals at the Olympics in Athens, has been charged with driving under the influence by police in Maryland.",1
9282,"Golf: US captain taunts win-hungry Tiger about Ryder Cup struggles BLOOMFIELD HILLS, United States : Tiger Woods was inspired for a top effort at the Ryder Cup long before United States captain Hal Sutton prodded him with talk about past failures and his place in golf history.",1
9283,"Season Over for Cardinals' Shipp  TEMPE, Ariz. (Sports Network) - The Arizona Cardinals  placed running back Marcel Shipp and fullback James Hodgins on  injured reserve Wednesday night, effectively ending their  seasons.",1
9284,"US House cracks down on Internet-age peeping Toms (AFP) AFP - The House of Representatives, worried by abuse of Internet-age technology, has moved to crack down on video voyeurism by adopting a bill that makes secret production and distribution of pictures of people caught in their  quot;private moments quot; punishable by fines and up to a year in jail.",3
9285,Tressel picks Zwick over Smith Justin Zwick will start at quarterback for No. 9 Ohio State in its season opener after the former heralded recruit beat out fellow sophomore Troy Smith for the job in preseason practice.,1
9286,"Marchers demand James Hardie funds Union delegates, asbestos victims and workers are marching from Melbourne #39;s Trades Hall to the Stock Exchange, calling on James Hardie to provide sufficient funds for asbestos victims.",2
9287,Fund firms to pay \$450 million in market-timing case SAN FRANCISCO (CBS.MW) -- Invesco Funds Group and AIM Advisors agreed Tuesday to pay \$450 million in penalties and reduced fees to settle allegations that they allowed fraudulent trades in their mutual funds.,2
9288,"Waste Leads to Worry in Indonesia The villagers of Buyat Beach blame Denver-based Newmont Mining Corp., the world's largest gold-mining company, for poisoning their idyllic tropical bay with arsenic and mercury.",0
9289,"French appeals court confirms acquittal of Diana photographers (AFP) AFP - A French appeals court acquitted three photographers of charges they broke privacy laws by photographing Diana, Princess of Wales the night of her fatal accident in Paris in 1997.",0
9290,Uranium enrichment suspended by Iran The suspension fulfills a pledge Iran made earlier this month and came days ahead of a key meeting of the agency #39;s board to judge Tehran #39;s compliance with the agency #39;s investigation into nearly two decades of hidden nuclear activities.,0
9291,"Chico #39;s 3Q Profit Surges; Shares Climb Women #39;s clothing retailer Chico #39;s FAS Inc. on Tuesday posted a 39 percent jump in third-quarter profit, helped by sharply higher sales and improved margins.",2
9292,"German unemployment rises again Official figures show that unemployment rose sharply in Germany in September, a sign that the economy remains weak.",0
9293,LSU Star Leads Preseason All-America Team (AP) AP - Give Seimone Augustus the basketball and watch her go to work. Nothing is more comforting to the LSU Lady Tigers  #151; or more unsettling for their opponents. Augustus has tormented defenders for two years and the accolades have poured in. She received another Tuesday as the No. 1 choice on The Associated Press' preseason All-America team.,1
9294,"Roundup: Jos Anigo resigns as Marseille coach Anigo, 43, had taken over in January from Alain Perrin. He will be replaced by another former Marseille coach, Albert Emon, who was in charge of the reserve team.",1
9295,"Patriots finish off 19th straight team with 24-10 victory History the New England Patriots were finally able to acknowledge, despite the fact they didnt look perhaps as crisp offensively as theyve been, in a 24-10 victory over the Miami Dolphins at Gillette Stadium on Sunday.",1
9296,"Magna Int'l Names Mark Hogan as President  TORONTO (Reuters) - Canada's Magna International &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MGa.TO target=/stocks/quickinfo/fullquote""&gt;MGa.TO&lt;/A&gt;,  the world's seventh-largest auto-parts supplier, named Mark  Hogan as its president on Friday and said he will be based in  Detroit.",2
9297,"Motorola to Test MasterCard PayPass Technology Motorola Inc. will be conducting a field trial of mobile phones enabled with MasterCard PayPass, a new  quot;contactless quot; payment option that will allow users to use their phones to make payments.",3
9298,"Bush manipulated NKorea intelligence like he did in Iraq: US expert (AFP) AFP - The United States manipulated intelligence on North Korea's nuclear program in a similar fashion to its use of weapons of mass destruction to justify the war on Iraq, a US foreign policy expert said in an article.",0
9299,"U.S. Gave  #36;1B in Faith-Based Funds in 2003 (AP) AP - The government gave more than  #36;1 billion in 2003 to organizations it considers ""faith-based,"" with some going to programs where prayer and spiritual guidance are central and some to organizations that do not consider themselves religious at all.",0
9300,WTO Rules Against EU Protection of Goods (AP) AP - The European Union said Friday its system of protecting names for regionally produced foods such as Champagne and Parma ham was strengthened by an initial ruling from the World Trade Organization.,0
9301,"GILLARD DROPS OUT OF TREASURER CONTENTION Labor #39;s health spokeswoman, Julia Gillard, says she will not be standing for the position of shadow treasurer. Ms Gillard says it #39;s her own decision and not a response to weekend newspaper reports that Opposition ",0
9302,"Goodbye to fossil fuels? Not quite yet It all came down to a small, Utah-made device sitting inside an Idaho pottery kiln. This recent experiment at a national research laboratory in Idaho Falls, Idaho, may pave the way for an efficient means of extracting hydrogen from water.",3
9303,"Pitney Bowes wins Bank of America mailing contract STAMFORD, Conn. -- Mail and document management company Pitney Bowes Inc. said Thursday it has signed a \$112 million mailing services contract with banking giant Bank of America Corp.",2
9304,"NetInterlink Offers Schools a Way to Stay on Track Parind Raval and Siamak Asgari spent six years working for a variety of technology companies while seeking a niche that would allow them to start their own business. Two years ago, Asgari met a school-system official who mentioned the need for an effective student management system in public schools.",3
9305,"U.S. Forces Turn to Iraqi Cities Beyond Fallujah As fighting winds down in a Fallujah returned by overwhelming force to the sovereignty of the new Iraq, U.S. forces are turning to the many other cities besieged by a fresh wave of insurgent attacks.",0
9306,Oracle may drop PeopleSoft lawsuit Oracle says it will nix the claim unless PeopleSoft shareholders agree to sell at least half their holdings by on Nov. 19.,3
9307,"Fairytale start for DreamWorks shares DreamWorks Animation, the company behind the blockbuster Shrek movies, has enjoyed a fairytale beginning on Wall Street with its share price leaping nearly 40 per cent.",2
9308,"Southern Co. Quarterly Profit Rises  NEW YORK (Reuters) - Southern Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SO.N target=/stocks/quickinfo/fullquote""&gt;SO.N&lt;/A&gt;, which supplies  power to the U.S. Southeast, said Thursday its third-quarter  earnings rose slightly, as increased energy use in the  industrial sector and more customers outweighed mild weather  and hurricane damage.",2
9309,"Wireless, imaging accessories from Nokia Nokia adds GPS to its accessory portfolio with the Wireless GPS Module LD-1W. Also new: the prying-eye Nokia Remote Camera PT-6 and Bluetooth-powered Wireless Headset HS-11W.",3
9310,"Sun, Microsoft Ready Single Sign-On It #39;s the first deliverable in a joint-development agreement reached last spring, with more interoperability planned. By Stephanie Stahl.",3
9311,"British Bank Shifting 1,000 Jobs to India Banking group Lloyds TSB said Tuesday it will transfer about 1,000 British jobs to India by the end of next year. The group will transfer jobs in its information technology and group operations departments ",2
9312,"Microsoft to change share plans FOR Microsoft shareholders, Christmas may come early this year in the form of a one-off \$US2.35 (\$3) dividend that #39;s part of the company #39;s plan to return some of its \$US50.",2
9313,"Microsoft Rolls Out NetWare Migration Package Microsoft is campaigning for Novell NetWare users, again. This time Microsoft is wooing Netware users with a migration package that contains several incentives ranging from tools, prescriptive guidance, training ",3
9314,9/11 commissioner: Threat of airplane suicide bombing has &lt;b&gt;...&lt;/b&gt; A member of the 9/11 commission told House lawmakers Wednesday that the risk of an airline passenger detonating a suicide bomb has increased as a result of security precautions to prevent hijackings.,2
9315,"Ex-conman security adviser REFORMED con artist Frank Abagnale, whose life was portrayed in the movie Catch Me if You Can, has been recruited to help fight cyber-crime.",3
9316,"S. Lanka Peace Bid at Critical Low - Norway Envoy Sri Lanka #39;s bid to forge lasting peace with Tamil Tiger rebels after two decades of civil war is at its most critical ebb since a 2002 truce, Norway #39;s peace envoy to the country said on Wednesday.",0
9317,"Key Windows update fully rolls out Computer giant Microsoft has fully rolled out its crucial security update to computers running its Windows XP. Last week, it  quot;soft launched quot; Service Pack 2 (SP2) security update, making it available for some ",3
9318,Chrebet Questionable for Bills Game (AP) AP - Jets receiver Wayne Chrebet is questionable for Sunday's game against Buffalo with a sore lower back.,1
9319,"Autodesk tackles project collaboration Autodesk  this week unwrapped an updated version of its hosted project collaboration service targeted at the construction and manufacturing industries. Autodesk Buzzsaw lets multiple, dispersed project participants -- including building owners, developers, architects, construction teams, and facility managers -- share and manage data throughout the life of a project, according to Autodesk officials.",2
9320,"Stocks Fall on Oil, Dow Ends Below 10,000 (Reuters) Reuters - The blue-chip Dow Jones average closed\below 10,000 for the first time in about six weeks on Monday as\a spike in oil prices to nearly  #36;50 a barrel renewed concerns\about corporate profits while analysts cutting recommendations\hurt tech stocks.",2
9321,"Breaks go Buckeyes' way RALEIGH, N.C. -- Ohio State made up for a shoddy day offensively by forcing five turnovers, and Mike Nugent tied a school record with five field goals to give the ninth-ranked Buckeyes a 22-14 victory over North Carolina State yesterday. The Buckeyes (3-0) managed only 137 yards of offense -- 35 coming on their first drive -- and converted only ...",1
9322,Worm Breaks Speed Record from Discovery to Life A new computer worm emerged on Tuesday which broke the speed record from the announcement of a security vulnerability in Microsoft #39;s Internet Explorer to a full-blown virus that spreads in the wild.,3
9323,"Vizquel Signs with San Francisco (Reuters) Reuters - Free-agent shortstop Omar\Vizquel signed a three-year contract with the San Francisco\Giants on Sunday. Per team policy, financial terms were not\disclosed.",1
9324,"Siemens warns of problem with 65-series phones Siemens has issued a statement warning users of a bug in their 65-series handsets (C65, CX65, M65, S65, SL65 as well as all provider variations such as the CV65, CT65, CXV65 and CXT65).",3
9325,"Ailing Clinton urges Kerry to bolster election attacks (AFP) AFP - Under pressure in the polls as he enters the final stretch in his race for the White House, Senator John Kerry turned to Democratic heavy-hitter former president Bill Clinton for help from his hospital bed.",0
9326,"Barnes   Noble Posts Lower Profit (Reuters) Reuters - Barnes   Noble Inc. , the top\U.S. bookseller, on Monday said quarterly profit fell due to\higher expenses and weaker demand for bestseller titles,\sending its stock down more than 2 percent.",2
9327,"Nine killed, 10 injured in blast in northern India At least nine workers were killed and 10 others injured Thursday in an explosion believed to have been triggered by some explosive materials brought as scrap in a steel factory in Uttar Pradesh state in northern India.",0
9328,"Broncos run win streak to 21 BOISE, Idaho -- Jon Helmandollar rushed for a school-record five touchdowns, and No. 13 Boise State clinched at least a share of its third straight Western Athletic Conference title with a 55-14 win over Louisiana Tech yesterday.",1
9329,"Berth announcement The wackiest bunch of barnstormers in 21st century baseball, the renegade Red Sox, last night played their way into the postseason promised land amid the adulation of a traveling band of fans, none more striking than a flock of bearded, white-robed disciples.",1
9330,The richest Americans: Gates No. 1 Microsoft Chairman Bill Gates must be bored of leading the pack on the Forbes list of richest Americans. Gates continues to be the richest man in America for the 11 th consecutive year.,2
9331,"Idealab Rethinks Web Search with Snap SAN FRANCISCOBill Gross, the man behind Overture Services and the Idealab incubator, wants to reinvent Web search. During the Web 2.0 conference here on Tuesday, Gross unveiled search-engine Snap, which ",2
9332,"Briton begs for life on video, asks Blair #39;s help Baghdad -- A militant group that beheaded two American engineers this week posted a video on the Internet on Wednesday showing a third hostage, Kenneth Bigley, a Briton, pleading for his life.",0
9333,Iraqi Environment Minister Survives Suicide Attack (Reuters) Reuters - Iraqi environment minister Mishkat\Moumin said she survived a suicide car bomb attack in Baghdad\on Tuesday that killed four of her bodyguards.,0
9334,"Showdown In The Ruhr Valley Deep in the heart of Germany #39;s Ruhr Valley, a column of 25,000 angry blue-collar workers and their families has taken to the streets of Bochum, waving banners and red union flags, beating drums and blowing whistles.",2
9335,SOUNESS BLASTS BOLTON #39;S STYLE Graeme Souness was quick to criticise Bolton #39;s tactics after watching his Newcastle United side crash to a 2-1 defeat at the Reebok Stadium on Sunday.,1
9336,"Neiman Marcus Selling Zeppelin for \$10M DALLAS - What do you get for that special someone who has just about everything? How about a personal zeppelin? The 12-seater could be yours for a mere \$10 million from the 2004 Neiman Marcus Christmas Book.    Other gifts in the book include a \$1.7 million winged submarine, jeweled Mr...",0
9337,"Moon to turn copper red for last lunar eclipse until 2007 On Wednesday, the full moon will pass through the Earths shadow, causing a lunar eclipse to be visible throughout the United States.",3
9338,"Hollywood fires first lawsuits at pirates Hollywood #39;s top studios tried to knock the wind out of the sails of Internet movie pirates yesterday, filing the first wave of lawsuits against people they say are illegally sharing online copies of films.",3
9339,"Lenders and U.S. Tighten Screws on Struggling Airlines The federal government, banks and aircraft lenders are putting the clamps on airlines, particularly those operating under bankruptcy protection.",2
9340,"Marxist rebels free 4 hostages Marxist rebels in Colombia have freed four hostages, three of whom were held captive for well over three years in the jungle. The four released hostages - two men and two women were flown to Neiva, 150 miles ",0
9341,"PeopleSoft Board Rejects Oracle Bid  SAN FRANCISCO (Reuters) - Business software maker  PeopleSoft Inc. on Saturday said its board again rejected  Oracle Corp.'s \$9.2 billion tender offer, remaining defiant a  day after most of its shares were tendered to Oracle.",2
9342,"Google Planning To Index Entire Libraries For a long time there have been rumors going around about Project Ocean, a project by Google to index all the pre-1923 content in the Stanford Library.",3
9343,"Kerik Named to Lead Homeland Security (AP) AP - President Bush has chosen former New York police commissioner Bernard Kerik, who helped direct the emergency response to the Sept. 11 terrorist strikes against the Twin Towers, to lead the Homeland Security Department, charged with safeguarding Americans from future attack, administration officials said Thursday.",0
9344,"US begins operation to hunt Taliban KABUL, Dec 11: The US-led military in Afghanistan has kicked off a new operation to hunt Taliban militants in their winter stronghold and force them to accept an Afghan government reconciliation offer, a US military spokesman said on Saturday.",0
9345,Leslie Named MVP Los Angeles Sparks center Lisa Leslie was selected the WNBA's Most Valuable Player for the second time in her career.,1
9346,"Phantoms extend win streak to 14 games with 4-3 overtime win PROVIDENCE, RI (CP) - Jon Sim scored in overtime for the second night in a row as the Philadelphia Phantoms won their 14th straight AHL game, 4-3 over the Providence Bruins in front of 5,812 spectators Sunday.",1
9347,Urgent review over Palace protest A Royal security review starts after a protester's Batman stunt at Buckingham Palace sparks a Commons row.,0
9348,"IBM Says It Swamps Rivals in Key UNIX Computer Test IBM (IBM.N: Quote, Profile, Research) said on Thursday its workhorse commercial computers have smashed the industry #39;s most demanding tests, which analysts said creates ",3
9349,Charlotte NBA fans move on to Bobcats as Hornets stumble Sometimes it takes looking into the casket and viewing the body to get closure. Sometimes it takes seeing the cadaver to accept finality.,1
9350,Japan #39;s business confidence slips The Bank of Japan said Wednesday the confidence of the nation #39;s largest manufacturers has fallen for the first time in more than two years.,2
9351,"Bailey breaks wrist, out a month Jerry Bailey, the seven-time Eclipse Award-winning jockey, will miss the next four weeks because of a fractured wrist, his agent, Ron Anderson, said Wednesday.",1
9352,"PM gives dire warning on climate The UK Prime Minister, Tony Blair, issues a dire warning on climate change as he sets out policies to tackle it.",3
9353,Jailed Ex-Enron Exec: Merrill Deal Bogus (Reuters) Reuters - A former Enron executive currently\serving a prison term testified in the first Enron criminal\trial on Wednesday that he worked on a secret deal with Merrill\Lynch to fraudulently boost the disgraced energy giant's\profits.,2
9354,"Heidfeld gets a second look Nick Heidfeld will be given a second chance at landing the remaining full time ride at BMW-Williams. Team officials say the German will test with them again next week in Jerez, Spain.",1
9355,"Fujitsu and Cisco Form Strategic Alliance SAN JOSE, Calif.  amp; TOKYO - (BUSINESS WIRE) -ec. 5, 2004  -itsu Limited (TSE:6702) and Cisco Systems, Inc. (NASDAQ:CSCO) today announced that they have reached a fundamental agreement to enter into ",2
9356,"Patriots: How perfect are they? When an NFL team opens with a prolonged winning streak, former Miami Dolphins coach Don Shula and his players from the 17-0 team of 1972 root unabashedly for the next opponent.",1
9357,Fossil May Show Ape-Man Ancestor Scientists have discovered the remains of a tree-climbing creature that lived 13 million years ago in what is now northeastern Spain and may be the last common ancestor of modern great apes ,3
9358,"OPEC To Cut Oil Production (CBS/AP) Juggling between its need to keep prices up without having them explode, OPEC agreed Friday to reduce its daily oil output by 1 million barrels a day - and reserved the right to cut deeper early next year if crude turns much cheaper than now.",2
9359,"Dollar Claws Back Some Ground Against Yen  LONDON (Reuters) - The dollar clawed back some ground  against the yen on Tuesday after data suggested that Japanese  economic growth had slowed, but remained within sight of record  lows against the euro.",2
9360,British Troops Head North for Mission Near Baghdad  BAGHDAD (Reuters) - British troops and armor rolled north  from Basra on Wednesday to take over a deadly area near Baghdad  and free up U.S. troops for a widely expected attack on the  Iraqi rebel-held city of Falluja.,0
9361,Georgia makes secret wealth offer Georgia is offering a one-off  #39;tax amnesty #39; to people who hid their earnings under the regime of former president Eduard Shevardnadze.,2
9362,"Athletics: Greek celebration is not meant to be ATHENS As the sprinters walked out for the final of the men #39;s 200 meters, the crowd in the packed Olympic Stadium began to boo.",1
9363,"Gunmen Kill Senior Iraqi Ministry Official (Reuters) Reuters - A senior official in Iraq's\Communications Ministry was shot dead as he was driving to work\in Baghdad on Thursday, a source at the ministry said.",0
9364,Iraq's Interim Leader to Visit White House (AP) AP - Welcoming Iraq's interim president to the White House offers President Bush a chance to persuade Iraqi minority groups to participate in next month's election  #151; a pivotal step toward a democracy still threatened by a violent insurgency.,0
9365,Action Urged over Soaring Greenhouse Gas Levels The Governments chief scientist will today highlight the need for action in combating global warning amid reports the main greenhouse gas is rising sharply.,0
9366,"EU will probe Microsoft, Time Warner buy The decision is a setback for the two companies and their plan to acquire ContentGuard, a digital rights management firm.",3
9367,"Four Heavyweight Champs Is the Same as None OVER the last four decades, even the casual sports fan could usually name the accepted world heavyweight champion, beginning with boxing #39;s golden era of Muhammad Ali, Joe Frazier and George ",1
9368,"EU seeks joint asylum policy European Union ministers are meeting in Luxembourg to discuss a five-year plan for co-ordinating policies on asylum, immigration and cross-border security.",0
9369,Supercomputer hits the shops JAPANESE TIN maker NEC has released a mass produced supercomputer computer which it claims knocks the socks off Big Blue #39;s Blue Gene/L.,3
